editor_name,base_form,path_website,name_nif
NorRmSmWallSideDam01,0003A20A,dungeons/nordic/smrooms/norrmsmwallsidedam01.nif,norrmsmwallsidedam01
NorRmSmWallFrontDam01,0003A20B,dungeons/nordic/smrooms/norrmsmwallfrontdam01.nif,norrmsmwallfrontdam01
NorRmSmWallFront03,0003A20C,dungeons/nordic/smrooms/norrmsmwallfront03.nif,norrmsmwallfront03
NorRmSmWallFront04,0003A20D,dungeons/nordic/smrooms/norrmsmwallfront04.nif,norrmsmwallfront04
NorRmSmWallFront05,0003A20E,dungeons/nordic/smrooms/norrmsmwallfront05.nif,norrmsmwallfront05
NorRmSmWallFrontDam03,0003A20F,dungeons/nordic/smrooms/norrmsmwallfrontdam03.nif,norrmsmwallfrontdam03
NorRmSmWallFrontDam02,0003A210,dungeons/nordic/smrooms/norrmsmwallfrontdam02.nif,norrmsmwallfrontdam02
ImpLHall3Way01,0003A211,dungeons/imperial/largehall/implhall3way01.nif,implhall3way01
ImpLHall3Way02,0003A217,dungeons/imperial/largehall/implhall3way02.nif,implhall3way02
ImpLHall2Way02,0003A219,dungeons/imperial/largehall/implhall2way02.nif,implhall2way02
ImpLHall4Way01,0003A220,dungeons/imperial/largehall/implhall4way01.nif,implhall4way01
TundraScrub01,0003A2BC,landscape/plants/tundrascrub01.nif,tundrascrub01
TundraScrub02,0003A2BD,landscape/plants/tundrascrub02.nif,tundrascrub02
TundraScrub03,0003A2BE,landscape/plants/tundrascrub03.nif,tundrascrub03
RockPileM01FieldGrass01,0003AAE6,landscape/rocks/rockpilem01.nif,rockpilem01
RockCliff07FieldGrass01,0003AB67,landscape/rocks/rockcliff07.nif,rockcliff07
RockPileL03TundraRocks01,0003ABE0,landscape/rocks/rockpilel03.nif,rockpilel03
RockPileL04TundraRocks01,0003ABE3,landscape/rocks/rockpilel04.nif,rockpilel04
StonewallTerraceLong01FieldGrass01,0003ABF2,architecture/farmhouse/stonewall/stonewallterracelong01.nif,stonewallterracelong01
StonewallTerraceEndL01FieldGrass01,0003ABF3,architecture/farmhouse/stonewall/stonewallterraceendl01.nif,stonewallterraceendl01
StonewallTerraceEndR01FieldGrass01,0003ABF4,architecture/farmhouse/stonewall/stonewallterraceendr01.nif,stonewallterraceendr01
RockPileL01RiverBottom01,0003AC70,landscape/rocks/rockpilel01.nif,rockpilel01
RockCliff02FieldGrass01,0003ACCB,landscape/rocks/rockcliff02.nif,rockcliff02
RockCliff08FieldGrass01,0003ACCD,landscape/rocks/rockcliff08.nif,rockcliff08
DirtCliffs03FieldGrass01,0003ACD3,landscape/dirtcliffs/dirtcliffs03.nif,dirtcliffs03
NorPlatCorIn02,0003AE9C,dungeons/nordic/platforms/norplatcorin02.nif,norplatcorin02
NorPlatWallStair02,0003AEA5,dungeons/nordic/platforms/norplatwallstair02.nif,norplatwallstair02
ImpLHallDeadEnd02,0003AEA7,dungeons/imperial/largehall/implhalldeadend02.nif,implhalldeadend02
ImpLHallDeadEnd01,0003AEA8,dungeons/imperial/largehall/implhalldeadend01.nif,implhalldeadend01
ImpLHallDetwist02,0003AEAD,dungeons/imperial/largehall/implhalldetwist02.nif,implhalldetwist02
ImpLHallDetwist01,0003AEAE,dungeons/imperial/largehall/implhalldetwist01.nif,implhalldetwist01
ImpLHall1Way64L01,0003AEAF,dungeons/imperial/largehall/implhall1way64l01.nif,implhall1way64l01
ImpLHall1Way64R01,0003AEB0,dungeons/imperial/largehall/implhall1way64r01.nif,implhall1way64r01
ImpLHall1Way64U01,0003AEB1,dungeons/imperial/largehall/implhall1way64u01.nif,implhall1way64u01
ImpLHall1Way128D01,0003AEB2,dungeons/imperial/largehall/implhall1way128d01.nif,implhall1way128d01
ImpLHall1Way128L01,0003AEB3,dungeons/imperial/largehall/implhall1way128l01.nif,implhall1way128l01
ImpLHall1Way128R01,0003AEB4,dungeons/imperial/largehall/implhall1way128r01.nif,implhall1way128r01
ImpLHall1Way128U01,0003AEB5,dungeons/imperial/largehall/implhall1way128u01.nif,implhall1way128u01
ImpLHall1Way64D01,0003AEB6,dungeons/imperial/largehall/implhall1way64d01.nif,implhall1way64d01
1stPersonAkaviriKatana,0003AEB8,weapons/akaviri/1stpersonbladessword.nif,1stpersonbladessword
RoadSignHelgen01R,0003AF96,clutter/signage/roadsigns/roadsignhelgen01r.nif,roadsignhelgen01r
RoadSignMarkarth01,0003AF97,clutter/signage/roadsigns/roadsignmarkarth01.nif,roadsignmarkarth01
RoadSignRiften01,0003AF98,clutter/signage/roadsigns/roadsignriften01.nif,roadsignriften01
RoadSignSolitude01,0003AF99,clutter/signage/roadsigns/roadsignsolitude01.nif,roadsignsolitude01
RoadSignWhiterun01,0003AF9A,clutter/signage/roadsigns/roadsignwhiterun01.nif,roadsignwhiterun01
RoadSignWindhelm01,0003AF9B,clutter/signage/roadsigns/roadsignwindhelm01.nif,roadsignwindhelm01
RoadSignHelgen01L,0003AF9C,clutter/signage/roadsigns/roadsignhelgen01l.nif,roadsignhelgen01l
RoadSignPost,0003AF9D,clutter/signage/roadsigns/roadsignpost.nif,roadsignpost
FrostbiteSpider100,0003AFE2,actors/frostbitespider/frostbitespiderstatic.nif,frostbitespiderstatic
FrostbiteSpider50,0003AFE3,actors/frostbitespider/character assets/frostbitespider.nif,frostbitespider
FrostbiteSpider25,0003AFE4,actors/frostbitespider/frostbitespiderstatic25.nif,frostbitespiderstatic25
1stPersonFalmerSword,0003AFE5,weapons/falmer/1stpersonfalmerlongsword.nif,1stpersonfalmerlongsword
1stPersonFalmerAxe,0003AFE6,weapons/falmer/1stpersonfalmerbattleaxe.nif,1stpersonfalmerbattleaxe
1stPersonFalmerBow,0003AFE7,weapons/falmer/falmerbow.nif,falmerbow
ImpLHallStairs01,0003B346,dungeons/imperial/largehall/implhallstairs01.nif,implhallstairs01
ImpLHallStairs02,0003B349,dungeons/imperial/largehall/implhallstairs02.nif,implhallstairs02
ImpLHallDoor01,0003B34A,dungeons/imperial/largehall/implhalldoor01.nif,implhalldoor01
ImpLHallDoorR01,0003B36B,dungeons/imperial/largehall/implhalldoorr01.nif,implhalldoorr01
ImpLHallDoorL01,0003B36C,dungeons/imperial/largehall/implhalldoorl01.nif,implhalldoorl01
ImpLHallDoorB01,0003B4A9,dungeons/imperial/largehall/implhalldoorb01.nif,implhalldoorb01
ImpLHallDoorBB01,0003B4AA,dungeons/imperial/largehall/implhalldoorbb01.nif,implhalldoorbb01
ImpLHallDoorLB01,0003B4AB,dungeons/imperial/largehall/implhalldoorlb01.nif,implhalldoorlb01
ImpLHallDoorRB01,0003B4AC,dungeons/imperial/largehall/implhalldoorrb01.nif,implhalldoorrb01
ImpLHall1Way64Short01,0003B4AD,dungeons/imperial/largehall/implhall1way64short01.nif,implhall1way64short01
ImpLHall1Way128Short01,0003B4AE,dungeons/imperial/largehall/implhall1way128short01.nif,implhall1way128short01
ImpLHall1Way256Short01,0003B4AF,dungeons/imperial/largehall/implhall1way256short01.nif,implhall1way256short01
ImpLHallDoor02,0003B4B0,dungeons/imperial/largehall/implhalldoor02.nif,implhalldoor02
MineralPoolBig01,0003B4D9,landscape/volcanic/mineralpoolbig01.nif,mineralpoolbig01
1stPersonWoodenBow,0003B563,weapons/wooden/woodenbow.nif,woodenbow
DBNightMotherCoffin2,0003B673,clutter/ruins/ruins_altar01.nif,ruins_altar01
MountainTrim01_HeavySN,0003B6A3,landscape/mountains/mountaintrim01.nif,mountaintrim01
DweHallBg1way01,0003B6AB,dungeons/dwemer/bghalls/dwehallbg1way01.nif,dwehallbg1way01
DweHallBg1way02,0003B6C9,dungeons/dwemer/bghalls/dwehallbg1way02.nif,dwehallbg1way02
WRWallTierDivide01,0003B824,architecture/whiterun/wrcitywalls/wrwalltierdivide01.nif,wrwalltierdivide01
NorRubblePile06,0003BC38,dungeons/nordic/rubble/norrubblepile06.nif,norrubblepile06
NorRubblePile07,0003BC39,dungeons/nordic/rubble/norrubblepile07.nif,norrubblepile07
NorRubblePile08,0003BC3A,dungeons/nordic/rubble/norrubblepile08.nif,norrubblepile08
TundraStreamEnd01Tundra01,0003BD73,landscape/tundra/tundrastreamend01.nif,tundrastreamend01
RifRmBgKeepWallExSm02,0003C49C,architecture/riften/interior/bigroomkeep/rifrmbgkeepwallexsm02.nif,rifrmbgkeepwallexsm02
RTBeeBarb01,0003C59F,architecture/riften/rtbeebarb01.nif,rtbeebarb01
RiftenRWTGRoomWall01,0003C5A2,dungeons/riften/thievesguild/riftenrwtgroomwall01.nif,riftenrwtgroomwall01
RiftenRWTGRoomMid01,0003C654,dungeons/riften/thievesguild/riftenrwtgroommid01.nif,riftenrwtgroommid01
RiftenRWTGRoomCorner01,0003C674,dungeons/riften/thievesguild/riftenrwtgroomcorner01.nif,riftenrwtgroomcorner01
NorRmBgWallSideForgeBase01,0003CB7F,dungeons/nordic/bgrooms/norrmbgwallsideforgebase01.nif,norrmbgwallsideforgebase01
NorRmBgWallFrontForgeBase01,0003CB80,dungeons/nordic/bgrooms/norrmbgwallfrontforgebase01.nif,norrmbgwallfrontforgebase01
NorRmSmWallSideFireplace01,0003CB81,dungeons/nordic/smrooms/norrmsmwallsidefireplace01.nif,norrmsmwallsidefireplace01
NorRmSmWallFrontFireplace01,0003CB82,dungeons/nordic/smrooms/norrmsmwallfrontfireplace01.nif,norrmsmwallfrontfireplace01
ImpFloorMid01,0003CB89,dungeons/imperial/clutterkits/impfloormid01.nif,impfloormid01
ImpFloorMid02,0003CB8A,dungeons/imperial/clutterkits/impfloormid02.nif,impfloormid02
ImpFloorMid03,0003CB8B,dungeons/imperial/clutterkits/impfloormid03.nif,impfloormid03
ImpFloorStraight01,0003CB8C,dungeons/imperial/clutterkits/impfloorstraight01.nif,impfloorstraight01
ImpFloorStraight02,0003CB8D,dungeons/imperial/clutterkits/impfloorstraight02.nif,impfloorstraight02
ImpFloorStraight03,0003CB8E,dungeons/imperial/clutterkits/impfloorstraight03.nif,impfloorstraight03
ImpFloorStraight04,0003CB8F,dungeons/imperial/clutterkits/impfloorstraight04.nif,impfloorstraight04
ImpHallArch01,0003CB90,dungeons/imperial/clutterkits/imphallarch01.nif,imphallarch01
ImpHallWall01,0003CB91,dungeons/imperial/clutterkits/imphallwall01.nif,imphallwall01
ImpPillar01,0003CB92,dungeons/imperial/clutterkits/imppillar01.nif,imppillar01
ImpFloorCorner01,0003CB93,dungeons/imperial/clutterkits/impfloorcorner01.nif,impfloorcorner01
ImpFloorCorner02,0003CB94,dungeons/imperial/clutterkits/impfloorcorner02.nif,impfloorcorner02
ImpFloorCorner03,0003CB95,dungeons/imperial/clutterkits/impfloorcorner03.nif,impfloorcorner03
ImpFloorCorner04,0003CB96,dungeons/imperial/clutterkits/impfloorcorner04.nif,impfloorcorner04
ImpFloorICorner01,0003CB97,dungeons/imperial/clutterkits/impflooricorner01.nif,impflooricorner01
ImpFloorICorner02,0003CB98,dungeons/imperial/clutterkits/impflooricorner02.nif,impflooricorner02
ImpFloorICorner03,0003CB99,dungeons/imperial/clutterkits/impflooricorner03.nif,impflooricorner03
ImpFloorICorner04,0003CB9A,dungeons/imperial/clutterkits/impflooricorner04.nif,impflooricorner04
ShipwreckLarge03,0003CCDA,dungeons/ship/shipwrecklarge03.nif,shipwrecklarge03
ShipwreckLarge04,0003CCDE,dungeons/ship/shipwrecklarge04.nif,shipwrecklarge04
FXspiderWebKitCorner3,0003CD17,effects/fxspiderwebkitcorner3.nif,fxspiderwebkitcorner3
WRHouseWind01,0003CDE3,architecture/whiterun/wrbuildings/wrhousewind01.nif,wrhousewind01
WRTerWind01,0003CDE5,architecture/whiterun/wrterrain/wrterwind01.nif,wrterwind01
WRHouseWind02,0003CDEE,architecture/whiterun/wrbuildings/wrhousewind02.nif,wrhousewind02
WRWallTotem01,0003CDF2,architecture/whiterun/wrcitywalls/wrwalltotem01.nif,wrwalltotem01
RockCairn01,0003CED5,landscape/rocks/cairns/rockcairn01.nif,rockcairn01
RockCairn01Snow,0003CED7,landscape/rocks/cairns/rockcairn01.nif,rockcairn01
SLgGWalSec05,0003CFA6,architecture/solitude/interiors/slggwalsec05.nif,slggwalsec05
SLgGWalEndThi02,0003CFA7,architecture/solitude/interiors/slggwalendthi02.nif,slggwalendthi02
SLgGWalSec04,0003CFE9,architecture/solitude/interiors/slggwalsec04.nif,slggwalsec04
SMdFColSol03,0003D35F,architecture/solitude/interiors/smdfcolsol03.nif,smdfcolsol03
SLgFTraCor02,0003D3B7,architecture/solitude/interiors/slgftracor02.nif,slgftracor02
SLgFTraConMid01,0003D3B8,architecture/solitude/interiors/slgftraconmid01.nif,slgftraconmid01
SLgFTraCor01,0003D3B9,architecture/solitude/interiors/slgftracor01.nif,slgftracor01
SLgFArchCap01,0003D3BA,architecture/solitude/interiors/slgfarchcap01.nif,slgfarchcap01
SLGFArchCor02,0003D3D8,architecture/solitude/interiors/slgfarchcor02.nif,slgfarchcor02
SLgFCeiSol01,0003D3D9,architecture/solitude/interiors/slgfceisol01.nif,slgfceisol01
SLGFArchCor01,0003D3DA,architecture/solitude/interiors/slgfarchcor01.nif,slgfarchcor01
RockCairn02,0003D4B2,landscape/rocks/cairns/rockcairn02.nif,rockcairn02
RockCairn02Snow,0003D4B3,landscape/rocks/cairns/rockcairn02.nif,rockcairn02
RockCairn03,0003D4B5,landscape/rocks/cairns/rockcairn03.nif,rockcairn03
RockCairn03Snow,0003D4B6,landscape/rocks/cairns/rockcairn03.nif,rockcairn03
RockCairn04,0003D4B8,landscape/rocks/cairns/rockcairn04.nif,rockcairn04
RockCairn04Snow,0003D4B9,landscape/rocks/cairns/rockcairn04.nif,rockcairn04
SLgFStaSol04,0003D4EE,architecture/solitude/interiors/slgfstasol04.nif,slgfstasol04
WRHouseWind03,0003DE2E,architecture/whiterun/wrbuildings/wrhousewind03.nif,wrhousewind03
WRHallOftheDead01,0003DE33,architecture/whiterun/wrbuildings/wrhallofthedead01.nif,wrhallofthedead01
WRStocks01,0003DE3F,architecture/whiterun/wrstocks01.nif,wrstocks01
ExteriorWoodenTable01,0003DE44,clutter/exteriorwoodenfurniture/exteriorwoodentable01.nif,exteriorwoodentable01
DragonMarkerCrashStrip,0003DF55,markers/marker_dragoncrash.nif,marker_dragoncrash
ImpLWallDoor01,0003E1EC,dungeons/imperial/clutterkits/implwalldoor01.nif,implwalldoor01
ImpLWallDoor02,0003E1ED,dungeons/imperial/clutterkits/implwalldoor02.nif,implwalldoor02
ImpLWall01,0003E1EE,dungeons/imperial/clutterkits/implwall01.nif,implwall01
ImpLWall02,0003E1EF,dungeons/imperial/clutterkits/implwall02.nif,implwall02
ImpLSupport02,0003E1F4,dungeons/imperial/clutterkits/implsupport02.nif,implsupport02
ImpLSupport01,0003E1F5,dungeons/imperial/clutterkits/implsupport01.nif,implsupport01
ImpLSupportSmall01,0003E1F8,dungeons/imperial/clutterkits/implsupportsmall01.nif,implsupportsmall01
ImpFreeStairs01,0003E1FA,dungeons/imperial/clutterkits/impfreestairs01.nif,impfreestairs01
ImpFreeWall01,0003E1FB,dungeons/imperial/clutterkits/impfreewall01.nif,impfreewall01
ImpFreeArch,0003E1FC,dungeons/imperial/clutterkits/impfreearch.nif,impfreearch
ImpFreeDoor01,0003E1FD,dungeons/imperial/clutterkits/impfreedoor01.nif,impfreedoor01
ImpRoomCeiling01,0003E1FE,dungeons/imperial/clutterkits/improomceiling01.nif,improomceiling01
ImpFloorPiece01,0003E1FF,dungeons/imperial/clutterkits/impfloorpiece01.nif,impfloorpiece01
ImpFloorPiece02,0003E203,dungeons/imperial/clutterkits/impfloorpiece02.nif,impfloorpiece02
ImpLSupport04,0003E20C,dungeons/imperial/clutterkits/implsupport04.nif,implsupport04
ImpLSupport03,0003E20D,dungeons/imperial/clutterkits/implsupport03.nif,implsupport03
ImpPillarBroken01,0003E210,dungeons/imperial/clutterkits/imppillarbroken01.nif,imppillarbroken01
ImpFloorChunk02,0003E211,dungeons/imperial/clutterkits/impfloorchunk02.nif,impfloorchunk02
ImpFloorChunk01,0003E212,dungeons/imperial/clutterkits/impfloorchunk01.nif,impfloorchunk01
ImpLRoomPillar03,0003E213,dungeons/imperial/clutterkits/implroompillar03.nif,implroompillar03
ImpLRoomPillar04,0003E214,dungeons/imperial/clutterkits/implroompillar04.nif,implroompillar04
ImpLRoomPillar05,0003E215,dungeons/imperial/clutterkits/implroompillar05.nif,implroompillar05
ImpLRoomPillar06,0003E216,dungeons/imperial/clutterkits/implroompillar06.nif,implroompillar06
ImpLRoomPillar02,0003E217,dungeons/imperial/clutterkits/implroompillar02.nif,implroompillar02
ImpPillarBroken03,0003E218,dungeons/imperial/clutterkits/imppillarbroken03.nif,imppillarbroken03
ImpPillarBroken04,0003E219,dungeons/imperial/clutterkits/imppillarbroken04.nif,imppillarbroken04
ImpPillarBrokenTop01,0003E21A,dungeons/imperial/clutterkits/imppillarbrokentop01.nif,imppillarbrokentop01
ImpPillarBrokenTop02,0003E21B,dungeons/imperial/clutterkits/imppillarbrokentop02.nif,imppillarbrokentop02
ImpPillarBroken02,0003E21C,dungeons/imperial/clutterkits/imppillarbroken02.nif,imppillarbroken02
ImpRubblePileSmall01,0003E21D,dungeons/imperial/clutterkits/imprubblepilesmall01.nif,imprubblepilesmall01
ImpRubblePileSmall02,0003E21E,dungeons/imperial/clutterkits/imprubblepilesmall02.nif,imprubblepilesmall02
ImpRubblePileSmall03,0003E21F,dungeons/imperial/clutterkits/imprubblepilesmall03.nif,imprubblepilesmall03
ImpRubblePileSmall04,0003E220,dungeons/imperial/clutterkits/imprubblepilesmall04.nif,imprubblepilesmall04
ImpStoneBlock01,0003E221,dungeons/imperial/clutterkits/impstoneblock01.nif,impstoneblock01
ImpStoneBlock02,0003E222,dungeons/imperial/clutterkits/impstoneblock02.nif,impstoneblock02
ImpStoneBlock03,0003E223,dungeons/imperial/clutterkits/impstoneblock03.nif,impstoneblock03
ImpStoneBlock04,0003E224,dungeons/imperial/clutterkits/impstoneblock04.nif,impstoneblock04
ImpStoneBlock05,0003E225,dungeons/imperial/clutterkits/impstoneblock05.nif,impstoneblock05
ImpStoneBlock06,0003E226,dungeons/imperial/clutterkits/impstoneblock06.nif,impstoneblock06
ImpWoodbeam01,0003E227,dungeons/imperial/clutterkits/impwoodbeam01.nif,impwoodbeam01
ImpWoodbeam02,0003E228,dungeons/imperial/clutterkits/impwoodbeam02.nif,impwoodbeam02
ImpWoodbeam03,0003E229,dungeons/imperial/clutterkits/impwoodbeam03.nif,impwoodbeam03
ImpWoodbeam04,0003E22A,dungeons/imperial/clutterkits/impwoodbeam04.nif,impwoodbeam04
ImpWoodbeam05,0003E22B,dungeons/imperial/clutterkits/impwoodbeam05.nif,impwoodbeam05
ImpWoodbeam06,0003E22C,dungeons/imperial/clutterkits/impwoodbeam06.nif,impwoodbeam06
ImpWoodbeam07,0003E22D,dungeons/imperial/clutterkits/impwoodbeam07.nif,impwoodbeam07
ImpWoodbeam08,0003E22E,dungeons/imperial/clutterkits/impwoodbeam08.nif,impwoodbeam08
ImpRubblePiece01,0003E22F,dungeons/imperial/clutterkits/imprubblepiece01.nif,imprubblepiece01
ImpRubblePiece02,0003E230,dungeons/imperial/clutterkits/imprubblepiece02.nif,imprubblepiece02
ImpRubblePiece03,0003E231,dungeons/imperial/clutterkits/imprubblepiece03.nif,imprubblepiece03
ImpRubblePiece04,0003E232,dungeons/imperial/clutterkits/imprubblepiece04.nif,imprubblepiece04
ImpRubblePiece05,0003E233,dungeons/imperial/clutterkits/imprubblepiece05.nif,imprubblepiece05
ImpRubblePile01,0003E234,dungeons/imperial/clutterkits/imprubblepile01.nif,imprubblepile01
ImpRubblePile02,0003E235,dungeons/imperial/clutterkits/imprubblepile02.nif,imprubblepile02
ImpRubblePile03,0003E236,dungeons/imperial/clutterkits/imprubblepile03.nif,imprubblepile03
ImpRubblePile04,0003E237,dungeons/imperial/clutterkits/imprubblepile04.nif,imprubblepile04
ImpRubblePile05,0003E238,dungeons/imperial/clutterkits/imprubblepile05.nif,imprubblepile05
SSecretJailDoor02,0003E3F6,architecture/solitude/interiors/ssecretjaildoor02.nif,ssecretjaildoor02
FXSpiderwebShaft,0003E493,effects/fxspiderwebshaft.nif,fxspiderwebshaft
FXspiderWebKitCorner2,0003E495,effects/fxspiderwebkitcorner2.nif,fxspiderwebkitcorner2
FXspiderWebKitWall01,0003E4A6,effects/fxspiderwebkitwall01.nif,fxspiderwebkitwall01
TreeTundraDriftWood02,0003E4AE,landscape/trees/tundradriftwood02.nif,tundradriftwood02
SBardsCollegeTower,0003E5A0,architecture/solitude/sbardscollegetower.nif,sbardscollegetower
NorPortcullisStatic,0003E61A,dungeons/nordic/doors/animated/portcullis/norportcullisgate01.nif,norportcullisgate01
CaveLamp01,0003E62F,clutter/caves/cave_lamp01.nif,cave_lamp01
CaveLamp02,0003E631,clutter/caves/cave_lamp02.nif,cave_lamp02
SOVintFloor01,0003E6C1,architecture/sovengarde/sovngardeinterior/sovintfloor01.nif,sovintfloor01
SOVintFloorCor01,0003E6E9,architecture/sovengarde/sovngardeinterior/sovintfloorcor01.nif,sovintfloorcor01
SOVintFloorStr01,0003E6EA,architecture/sovengarde/sovngardeinterior/sovintfloorstr01.nif,sovintfloorstr01
SOVintFloorMid01,0003E6EB,architecture/sovengarde/sovngardeinterior/sovintfloormid01.nif,sovintfloormid01
SOVintWingWinR,0003E6EE,architecture/sovengarde/sovngardeinterior/sovintwingwinr.nif,sovintwingwinr
SOVintColumn01,0003E6F0,architecture/sovengarde/sovngardeinterior/sovintcolumn01.nif,sovintcolumn01
SOVintWingWinL,0003E6F1,architecture/sovengarde/sovngardeinterior/sovintwingwinl.nif,sovintwingwinl
FXspiderWebKitPost01,0003E701,effects/fxspiderwebkitpost01.nif,fxspiderwebkitpost01
WRSkyForge01,0003E740,architecture/whiterun/wrterrain/wrskyforge01.nif,wrskyforge01
Campfire01LandOffReachDirt,0003E983,clutter/woodfires/campfire01landoff.nif,campfire01landoff
NorHallSm1wayDam01,0003E9F0,dungeons/nordic/smhalls/norhallsm1waydam01.nif,norhallsm1waydam01
NorRmBgWallSideExBgHigh01,0003E9F1,dungeons/nordic/bgrooms/norrmbgwallsideexbghigh01.nif,norrmbgwallsideexbghigh01
NorRmBgWallFrontDam01,0003E9F2,dungeons/nordic/bgrooms/norrmbgwallfrontdam01.nif,norrmbgwallfrontdam01
NorRmBgWallFrontExBgHigh01,0003E9F3,dungeons/nordic/bgrooms/norrmbgwallfrontexbghigh01.nif,norrmbgwallfrontexbghigh01
NorRmBgWallSideDam01,0003E9F4,dungeons/nordic/bgrooms/norrmbgwallsidedam01.nif,norrmbgwallsidedam01
SOVintPlatformStr01Half,0003EA28,architecture/sovengarde/sovngardeinterior/sovintplatformstr01half.nif,sovintplatformstr01half
SOVintFloorFirePlace01,0003EA52,architecture/sovengarde/sovngardeinterior/sovintfloorfireplace01.nif,sovintfloorfireplace01
CamDollyBack1024x200,0003EA6D,cameras/camdollyback1024x200.nif,camdollyback1024x200
CamCraneUp256x200,0003EA6F,cameras/camcraneup256x200.nif,camcraneup256x200
RTCivilWarTower01,0003EA8C,architecture/riften/rtcivilwartower01.nif,rtcivilwartower01
NorPlatBgMid01,0003EAC7,dungeons/nordic/platforms/norplatbgmid01.nif,norplatbgmid01
